Marque,Libellé modèle,Modèle,Groupe,Description Commerciale,Energie,Carrosserie,Cylindrée,Gamme,Puissance fiscale,Puissance maximale,Puissance nominale électrique,Poids à vide,Rapport poids-puissance,Type de boite,Nombre rapports,Autonomie elec Min,Autonomie elec Max,Autonomie elec urbain Min,Autonomie elec urbain Max,Essai CO2 type 1,Essai HC,Essai Nox,Essai HCNox,Essai particules,Masse OM Min,Masse OM Max,Bonus-Malus,Barème Bonus-Malus,Prix véhicule,Conso basse vitesse Avg,Conso moyenne vitesse Avg,Conso haute vitesse Avg,Conso T-haute vitesse Avg,Conso vitesse mixte Avg,Conso elec Avg,CO2 basse vitesse Avg,CO2 moyenne vitesse Avg,CO2 haute vitesse Avg,CO2 T-haute vitesse Avg,CO2 vitesse mixte Avg
DACIA,DUSTER,DUSTER,RENAULT,DUSTER (101ch),ESS+G.P.L.,TS TERRAINS/CHEMINS,999,INFERIEURE,5,67.0,-1.0,1262,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.632,0.053,0.015,-1.0,-1.0,1337,1381,Neutre 0,-1.0,18685,7.69,5.9555,5.6225000000000005,7.045,6.4704999999999995,-1.0,173.615,134.20499999999998,126.63499999999999,158.96499999999997,145.9
DACIA,DUSTER,DUSTER,RENAULT,DUSTER (101ch),ESS+G.P.L.,TS TERRAINS/CHEMINS,999,INFERIEURE,5,74.0,-1.0,1262,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.388,0.018,0.026,-1.0,-1.0,1337,1381,Neutre 0,-1.0,18685,9.4725,7.198,6.8185,8.65,7.899,-1.0,150.17,116.65,110.605,140.52499999999998,127.72
MINI,MINI,MINI,B.M.W.,MINI Cooper Hatch 5P (F55),ESSENCE,BERLINE,1499,INFERIEURE,7,100.0,-1.0,1230,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.2,0.019,0.01,-1.0,0.001,1305,1305,Neutre 0,-1.0,33325,7.9785,5.745,5.049,6.023,5.926500000000001,-1.0,181.32,130.47,114.625,136.79500000000002,134.6
DACIA,LODGY,LODGY,RENAULT,LODGY (95ch),GAZOLE,MONOSPACE COMPACT,1461,MOYENNE INFERIEURE,5,70.0,-1.0,1321,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.145,-1.0,0.023,0.07,0.005,1396,1465,Neutre 0,-1.0,17450,5.391500000000001,4.628,4.361000000000001,5.311,4.8895,-1.0,141.22,121.16,114.155,139.095,128.035
B.M.W.,SERIE 5,518,AUTRES,518d Touring,GAZ+ELEC HNR,BREAK,1995,LUXE,8,110.0,0.0,1755,0.06,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.095,-1.0,0.021,0.05,0.0,1830,1830,Malus,12211.0,57613,6.484999999999999,5.457000000000001,4.7775,5.4435,5.38,-1.0,169.78,142.82,125.00999999999999,142.47,140.8
VOLKSWAGEN,T-ROC,T-ROC,VGF,T-ROC 2.0 TDI (150ch) DSG7 4M 18/19'' EU6AP FIA éqt gnI Freins 16'',GAZOLE,TS TERRAINS/CHEMINS,1968,INFERIEURE,8,110.0,-1.0,1485,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.022,-1.0,0.029,0.037,0.0,1560,1560,Malus,1386.0,44513,7.316,5.431,4.7395,5.6095,5.5325,-1.0,191.91,142.445,124.31,147.12,145.10000000000002
RENAULT,KANGOO,KANGOO,RENAULT,KANGOO (95ch),GAZOLE,COMBISPACE,1461,INFERIEURE,5,70.0,-1.0,1577,0.04,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.164,0.045,0.035,0.078,0.0,1652,1652,Malus,400.0,28050,5.997999999999999,5.35,4.789,6.3614999999999995,5.622,-1.0,157.325,140.29000000000002,125.545,166.885,147.445
B.M.W.,SERIE X,X5,AUTRES,X5 xDrive30d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,2993,LUXE,17,210.0,0.0,2190,0.1,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.141,-1.0,0.045,0.063,0.001,2265,2265,Malus,16606.0,79217,8.8525,6.77,6.1015,7.2095,6.997,-1.0,231.775,177.2,159.68,188.71,183.15
B.M.W.,SERIE X,X5,AUTRES,X5 xDrive30d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,2993,LUXE,17,210.0,0.0,2190,0.1,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.141,-1.0,0.045,0.063,0.001,2265,2265,Malus,16612.0,79017,8.8525,6.77,6.1015,7.2095,6.997,-1.0,231.775,177.2,159.68,188.71,183.15
PEUGEOT,208,208,AUTRES,208 5P 1.2 PureTech S&S (130ch) BVA8,ESSENCE,BERLINE,1199,INFERIEURE,7,96.0,-1.0,1158,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.209,0.02,0.026,-1.0,0.0,1233,1233,Malus,170.0,29353,6.848000000000001,5.4955,4.6875,5.715,5.5045,-1.0,155.255,124.52000000000001,106.16,129.505,124.725
MERCEDES,CLASSE V,V 250,AUTRES,V 250 d (190ch) 4MATIC BlueEFFICIENCY extra-long,GAZOLE,MONOSPACE,1950,SUPERIEURE,10,140.0,-1.0,2170,0.06,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.211,-1.0,0.027,0.045,0.001,2245,2245,Malus,39774.0,74793,10.2935,8.154499999999999,7.1015,8.489,8.2335,-1.0,270.14,213.92000000000002,186.245,222.715,216.0
B.M.W.,SERIE X,X2,AUTRES,X2 sDrive18i,ESSENCE,TS TERRAINS/CHEMINS,1499,MOYENNE SUPERIEURE,7,100.0,-1.0,1430,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.312,0.031,0.016,-1.0,0.0,1505,1505,Malus,983.0,42517,8.927,6.59,5.7565,6.877000000000001,6.746499999999999,-1.0,203.09500000000003,149.79000000000002,130.78,156.335,153.35
VOLKSWAGEN,CADDY,CADDY,VGF,CADDY 5 Caddy 2.0 TDI (75ch) BVM6,GAZOLE,COMBISPACE,1968,INFERIEURE,4,55.0,-1.0,1535,0.04,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.021,-1.0,0.039,0.06,0.0,1610,1610,Malus,75.0,28510,6.056,4.723000000000001,4.3309999999999995,5.3295,4.9925,-1.0,158.8,123.82,113.545,139.745,130.9
VOLKSWAGEN,T-ROC,T-ROC,VGF,T-ROC 2.0 TDI (150ch) DSG7 16/17'' rlt fbl résist EU6AP FIA éqt gnI Freins 16'',GAZOLE,TS TERRAINS/CHEMINS,1968,INFERIEURE,8,110.0,-1.0,1380,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.036,-1.0,0.027,0.037,0.0,1455,1455,Malus,540.0,40975,6.6305,4.804,4.292,5.266,5.0535,-1.0,173.89,125.965,112.535,138.075,132.5
B.M.W.,SERIE 1,116,AUTRES,116d,GAZOLE,BERLINE,1496,MOYENNE INFERIEURE,6,85.0,-1.0,1375,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.059,-1.0,0.018,0.035,0.0,1450,1450,Neutre 0,-1.0,36260,5.8294999999999995,4.871,4.371499999999999,4.979,4.883,-1.0,152.67000000000002,127.53,114.44,130.36,127.85
B.M.W.,SERIE 4,420,AUTRES,420i Coupe,ESSENCE,COUPE,1998,MOYENNE SUPERIEURE,10,135.0,-1.0,1525,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.355,0.027,0.014,-1.0,0.0,1600,1600,Malus,650.0,53100,9.266,6.859,5.8614999999999995,6.42,6.715999999999999,-1.0,210.85,155.95999999999998,133.2,145.94,152.7
MINI,MINI,COUNTRYMAN,B.M.W.,MINI One Countryman (F60),ESSENCE,TS TERRAINS/CHEMINS,1499,INFERIEURE,5,75.0,-1.0,1390,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.136,0.016,0.008,-1.0,0.0,1465,1465,Malus,450.0,32880,8.254000000000001,6.3385,5.655,6.6335,6.4875,-1.0,188.545,144.74,129.11,151.49,148.15
DS,DS 3 CROSSBACK,3 CROSSBACK,STELLANTIS,DS3 CROSSBACK PureTech (130ch) BVA8,ESSENCE,TS TERRAINS/CHEMINS,1199,INFERIEURE,7,96.0,-1.0,1205,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.332,0.022,0.022,-1.0,0.0,1280,1280,Malus,230.0,35234,7.388999999999999,5.932499999999999,5.293,6.647,6.183,-1.0,166.71,133.735,119.25,149.91,139.39999999999998
RENAULT,KANGOO,KANGOO,RENAULT,KANGOO (95ch),GAZOLE,COMBISPACE,1461,INFERIEURE,5,70.0,-1.0,1586,0.04,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.164,0.045,0.035,0.078,0.0,1661,1661,Malus,310.0,28050,5.997999999999999,5.35,4.789,6.3614999999999995,5.622,-1.0,157.325,140.29000000000002,125.545,166.885,147.445
PEUGEOT,RIFTER,RIFTER,AUTRES,RIFTER PureTech (130ch) BVA8,ESSENCE,COMBISPACE,1199,INFERIEURE,7,96.0,-1.0,1505,0.06,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.588,0.024,0.035,-1.0,0.001,1580,1580,Malus,1629.0,28850,8.2275,6.757,6.019500000000001,7.7255,7.069,-1.0,185.635,152.31,135.59,174.265,159.385
HYUNDAI,TUCSON,TUCSON,HYUNDAI,TUCSON CRDi (136ch) HTRAC DCT-7 Hybrid 48V Créative/Executive,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,1598,MOYENNE SUPERIEURE,7,100.0,7.94,1590,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.151,-1.0,0.046,0.094,0.0,1665,1665,Malus,11927.0,42200,5.959,5.7415,5.053,6.5785,5.855499999999999,-1.0,155.94,150.25,132.195,172.2,153.235
B.M.W.,SERIE 2,240,AUTRES,M240i xDrive Coupé,ESSENCE,COUPE,2998,MOYENNE INFERIEURE,26,275.0,-1.0,1690,0.16,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.143,0.022,0.009,-1.0,0.001,1765,1765,Malus,16810.0,61550,12.7545,8.677,7.266500000000001,7.9535,8.528500000000001,-1.0,290.115,197.285,165.17000000000002,180.805,193.9
B.M.W.,SERIE 1,116,AUTRES,116d,GAZOLE,BERLINE,1496,MOYENNE INFERIEURE,6,85.0,-1.0,1385,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.037,-1.0,0.019,0.039,0.0,1460,1460,Neutre 0,-1.0,38560,6.138,4.9225,4.265,4.9535,4.8925,-1.0,160.865,128.98,111.72999999999999,129.79500000000002,128.2
B.M.W.,SERIE X,X2,AUTRES,X2 sDrive18i,ESSENCE,TS TERRAINS/CHEMINS,1499,MOYENNE SUPERIEURE,7,100.0,-1.0,1410,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.267,0.025,0.014,-1.0,0.0,1485,1485,Malus,400.0,40217,8.663499999999999,6.4025,5.6465,6.6635,6.5634999999999994,-1.0,197.15,145.58499999999998,128.345,151.54500000000002,149.25
JEEP,COMPASS,COMPASS,STELLANTIS,1.3 GSE T4 (130ch) 4x2 BVM6 Longitude/Long Pack Biz/Limited,ESSENCE,TS TERRAINS/CHEMINS,1332,MOYENNE SUPERIEURE,7,96.0,-1.0,1430,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.319,0.027,0.01,-1.0,0.001,1505,1505,Malus,1172.0,35475,8.9795,6.664999999999999,5.912,7.227,6.9399999999999995,-1.0,205.175,152.17000000000002,134.915,165.035,158.45499999999998
B.M.W.,SERIE X,X2,AUTRES,X2 sDrive18i,ESSENCE,TS TERRAINS/CHEMINS,1499,MOYENNE SUPERIEURE,7,100.0,-1.0,1430,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.312,0.031,0.016,-1.0,0.0,1505,1505,Malus,983.0,42317,8.927,6.59,5.7565,6.877000000000001,6.746499999999999,-1.0,203.09500000000003,149.79000000000002,130.78,156.335,153.35
FORD,FOCUS,FOCUS,FORD,FOCUS 1.0 EcoBoost Hybrid (155ch) mHEV Powershift SW,ESS+ELEC HNR,BERLINE,999,MOYENNE INFERIEURE,8,114.0,7.2,1312,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.337,0.043,0.018,-1.0,0.0,1387,1532,Neutre 0,11900.0,35350,7.069,5.492,4.901,6.15,5.7535,-1.0,159.785,124.0,110.595,138.93,129.93
OPEL,GRANDLAND,GRANDLAND,STELLANTIS,GRANDLAND (130ch),ESSENCE,TS TERRAINS/CHEMINS,1199,INFERIEURE,7,96.0,-1.0,1386,0.07,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.435,0.024,0.03,-1.0,0.001,1461,1461,Malus,818.0,39700,8.121500000000001,6.5195,5.6754999999999995,7.13,6.6895,-1.0,183.855,147.45999999999998,128.29,161.32999999999998,151.32
NISSAN,QASHQAI,QASHQAI,NISSAN,Mild Hybrid (140ch) 6MT BUSINESS EDITION/N-CONNECTA/TEKNA,ESS+ELEC HNR,TS TERRAINS/CHEMINS,1332,MOYENNE SUPERIEURE,7,103.0,0.0,1329,0.08,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.314,0.012,0.017,-1.0,0.0,1404,1404,Malus,11917.0,34540,8.6165,6.428000000000001,5.5535,6.6129999999999995,6.515499999999999,-1.0,194.565,145.02,125.21,149.21,147.0
B.M.W.,SERIE 2,218,AUTRES,218i Gran Coupé,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,7,100.0,-1.0,1350,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.291,0.024,0.018,-1.0,0.001,1425,1425,Malus,190.0,36950,8.035499999999999,6.041,5.3725000000000005,6.3215,6.2,-1.0,183.025,137.47,122.21000000000001,143.85999999999999,141.1
B.M.W.,SERIE 1,118,AUTRES,118i,ESSENCE,BERLINE,1499,MOYENNE INFERIEURE,7,100.0,-1.0,1320,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.273,0.023,0.015,-1.0,0.0,1395,1395,Malus,230.0,37510,8.384,5.958,5.294499999999999,6.2865,6.193,-1.0,191.25,135.78,120.6,143.29000000000002,141.14999999999998
CITROEN,C4,C4,STELLANTIS,C4 1.2 PureTech S&S (130ch) BVA8,ESSENCE,BERLINE,1199,MOYENNE INFERIEURE,7,96.0,-1.0,1278,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.317,0.022,0.037,-1.0,0.0,1353,1353,Malus,125.0,31380,7.547000000000001,5.9625,5.0115,6.106,5.9315,-1.0,170.66,134.71,113.15,137.965,134.01
RENAULT,AUSTRAL,AUSTRAL,RENAULT,AUSTRAL (158ch+0Kw),ESS+ELEC HNR,TS TERRAINS/CHEMINS,1332,MOYENNE SUPERIEURE,8,116.0,0.0,1464,0.08,VARIATION CONTINUE,0,-1.0,-1.0,-1.0,-1.0,0.278,0.024,0.019,-1.0,0.0,1539,1539,Malus,11916.0,38800,7.7044999999999995,5.9825,5.4545,6.9830000000000005,6.404,-1.0,174.18,135.145,123.185,157.83499999999998,144.70499999999998
VOLKSWAGEN,CADDY,CADDY,VGF,CADDY 5 Caddy/Life/Style 2.0 TDI (122ch) DSG7,GAZOLE,COMBISPACE,1968,INFERIEURE,6,90.0,-1.0,1568,0.06,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.023,-1.0,0.038,0.059,0.0,1643,1643,Malus,210.0,37343,6.8225,5.079,4.574,5.5440000000000005,5.3205,-1.0,178.91500000000002,133.17000000000002,119.91499999999999,145.365,139.5
RENAULT,ARKANA,ARKANA,RENAULT,ARKANA (140ch+0Kw),ESS+ELEC HNR,TS TERRAINS/CHEMINS,1332,MOYENNE INFERIEURE,7,103.0,0.0,1336,0.08,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.307,0.011,0.021,-1.0,0.0,1411,1411,Malus,11906.0,33288,7.6525,5.794,5.0395,6.1205,5.9245,-1.0,173.375,131.16500000000002,114.015,138.57,134.125
DACIA,JOGGER,JOGGER,RENAULT,JOGGER (101ch),ESS+G.P.L.,BREAK,999,INFERIEURE,5,67.0,-1.0,1223,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.438,0.049,0.021,-1.0,-1.0,1298,1337,Neutre 0,-1.0,19148,7.4285,5.592,5.257,6.6274999999999995,6.101,-1.0,167.53,125.925,118.34,149.39499999999998,137.45
DACIA,JOGGER,JOGGER,RENAULT,JOGGER (101ch),ESS+G.P.L.,BREAK,999,INFERIEURE,5,74.0,-1.0,1223,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.417,0.027,0.025,-1.0,-1.0,1298,1337,Neutre 0,-1.0,19148,9.3775,7.1585,6.823,8.432,7.8025,-1.0,146.235,111.535,106.28999999999999,131.445,120.25
OPEL,MOKKA,MOKKA,STELLANTIS,MOKKA (130ch),ESSENCE,TS TERRAINS/CHEMINS,1199,INFERIEURE,7,96.0,-1.0,1220,0.08,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.333,0.022,0.026,-1.0,0.001,1295,1295,Malus,150.0,31388,7.547499999999999,5.825,5.0745000000000005,6.3285,6.0015,-1.0,170.305,131.305,114.315,142.7,135.305
LAND ROVER,RANGE ROVER,RANGE ROVER,TATA,NOUVEAU RANGE ROVER LWB D350 MHEV 7PL,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,2997,LUXE,23,258.0,10.5,2591,0.1,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.136,-1.0,0.027,0.049,0.001,2666,2666,Malus,20643.0,159300,11.9265,7.954000000000001,6.145,7.51,7.7684999999999995,-1.0,312.78999999999996,208.505,161.03,196.855,203.63
B.M.W.,SERIE X,X2,AUTRES,X2 sDrive18i,ESSENCE,TS TERRAINS/CHEMINS,1499,MOYENNE SUPERIEURE,7,100.0,-1.0,1430,0.07,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.312,0.031,0.016,-1.0,0.0,1505,1505,Malus,898.0,42517,8.927,6.59,5.7565,6.877000000000001,6.746499999999999,-1.0,203.09500000000003,149.79000000000002,130.78,156.335,153.35
TOYOTA,C-HR,C-HR,TOYOTA,Toyota C-HR 2.0L Hybrid Dynamic Force (184ch) GR SPORT MC19,ESS+ELEC HNR,TS TERRAINS/CHEMINS,1987,MOYENNE SUPERIEURE,8,112.0,48.0,1485,0.08,VARIATION CONTINUE,0,-1.0,-1.0,-1.0,-1.0,0.191,0.02,0.005,-1.0,0.0,1560,1582,Neutre 0,11900.0,36894,5.1205,4.606,4.856,6.665,5.4815000000000005,-1.0,115.94,104.25,109.925,151.01,124.14
SKODA,KAROQ,KAROQ,VGF,Karoq 1.0 TSI (110ch) 4*2 BVM6 norme AP freins 15'' Normal. Ambition Classe A avec alt 140A famA,ESSENCE,TS TERRAINS/CHEMINS,999,MOYENNE SUPERIEURE,6,81.0,-1.0,1284,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.216,0.022,0.027,-1.0,0.0,1359,1359,Malus,170.0,30490,7.133,5.515000000000001,4.9395,5.8625,5.6765,-1.0,161.84,125.08,111.985,132.98499999999999,128.75
VOLKSWAGEN,ARTEON,ARTEON,VGF,ARTEON SB R 2.0 TSI (320ch) DSG7 4M bat cof ss+r 18/19'' Airstop DCC EU6AP FIA,ESSENCE,BREAK,1984,MOYENNE SUPERIEURE,20,235.0,-1.0,1708,0.14,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.314,0.029,0.023,-1.0,0.0,1783,1783,Malus,25349.0,66480,13.594,9.3325,7.806,8.478,9.126000000000001,-1.0,308.345,211.69,176.985,192.255,207.0
MINI,MINI,CLUBMAN,B.M.W.,MINI Cooper S ALL4 Clubman (F54),ESSENCE,BREAK,1998,INFERIEURE,9,131.0,-1.0,1500,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.156,0.017,0.012,-1.0,0.0,1575,1575,Malus,1761.0,42029,9.4425,6.897,5.9785,6.9185,6.9605,-1.0,215.33999999999997,157.20499999999998,136.23,157.685,158.65
B.M.W.,SERIE X,X5,AUTRES,X5 xDrive30d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,2993,LUXE,17,210.0,0.0,2190,0.1,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.141,-1.0,0.045,0.063,0.001,2265,2265,Malus,16610.0,79017,8.8525,6.77,6.1015,7.2095,6.997,-1.0,231.775,177.2,159.68,188.71,183.15
B.M.W.,SERIE 4,430,AUTRES,430d xDrive Coupe,GAZ+ELEC HNR,COUPE,2993,MOYENNE SUPERIEURE,17,210.0,0.0,1780,0.12,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.123,-1.0,0.041,0.055,0.001,1855,1855,Malus,12466.0,62850,8.087,5.503,4.810499999999999,5.422000000000001,5.6045,-1.0,211.97500000000002,144.19,126.005,142.05,146.85
MERCEDES,CLASSE C,C 200,AUTRES,C 220 d,GAZ+ELEC HNR,BERLINE,1993,SUPERIEURE,9,120.0,10.0,1650,0.07,AUTOMATIQUE,9,-1.0,-1.0,-1.0,-1.0,0.064,-1.0,0.007,0.014,0.0,1725,1725,Malus,11901.0,50934,6.411,4.736,4.066,4.6045,4.7065,-1.0,168.29500000000002,124.295,106.695,120.83500000000001,123.5
B.M.W.,SERIE 1,116,AUTRES,116d,GAZOLE,BERLINE,1496,MOYENNE INFERIEURE,6,85.0,-1.0,1375,0.06,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.059,-1.0,0.018,0.035,0.0,1450,1450,Neutre 0,-1.0,36260,5.8294999999999995,4.871,4.371499999999999,4.979,4.883,-1.0,152.67000000000002,127.53,114.44,130.36,127.85
FIAT,TIPO,TIPO,STELLANTIS,TIPO SW 1.6 multijet (130ch),GAZOLE,BREAK,1598,MOYENNE INFERIEURE,7,96.0,-1.0,1395,0.07,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.071,-1.0,0.05,0.077,0.0,1470,1470,Neutre 0,-1.0,28490,6.002,4.6145,3.882,4.794499999999999,4.6375,-1.0,157.23000000000002,120.845,101.64500000000001,125.565,121.45
B.M.W.,SERIE X,X5,AUTRES,X5 xDrive30d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,2993,LUXE,17,210.0,0.0,2190,0.1,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.141,-1.0,0.045,0.063,0.001,2265,2265,Malus,16613.0,79017,8.8525,6.77,6.1015,7.2095,6.997,-1.0,231.775,177.2,159.68,188.71,183.15
B.M.W.,SERIE X,X4,AUTRES,X4 xDrive30d,GAZ+ELEC HNR,TS TERRAINS/CHEMINS,2993,SUPERIEURE,17,210.0,0.0,1935,0.11,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.131,-1.0,0.043,0.06,0.001,2010,2010,Malus,14036.0,68850,8.661999999999999,6.258,5.699,6.797000000000001,6.5969999999999995,-1.0,226.83499999999998,163.815,149.155,177.95,172.7
VOLKSWAGEN,GOLF,GOLF,VGF,GOLF GTD 2.0 TDI (200ch) DSG7 ess ar Mbr ss+r 17/18/19'' sport DCC ssp spt a lmt EU6AP FIA gnI,GAZOLE,BERLINE,1968,MOYENNE INFERIEURE,11,147.0,-1.0,1391,0.11,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.028,-1.0,0.031,0.042,0.0,1466,1466,Malus,1504.0,45610,7.859,5.2829999999999995,4.5794999999999995,5.368,5.439500000000001,-1.0,206.135,138.555,120.095,140.78,142.64999999999998
B.M.W.,SERIE 2,220,AUTRES,220d Gran Coupé,GAZOLE,BERLINE,1995,MOYENNE INFERIEURE,10,140.0,-1.0,1505,0.09,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.19,-1.0,0.016,0.069,0.0,1580,1580,Malus,190.0,47413,6.5595,5.1875,4.6845,5.1915,5.2170000000000005,-1.0,171.73000000000002,135.73000000000002,122.53999999999999,135.85,136.5
FIAT,PANDA,PANDA,STELLANTIS,PANDA 1.0 BSG (70ch),ESS+ELEC HNR,BERLINE,999,INFERIEURE,4,51.5,1.37,1002,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.3,0.028,0.022,-1.0,-1.0,1077,1077,Neutre 0,11900.0,12665,5.338,4.623,4.2925,5.589499999999999,4.959,-1.0,121.39500000000001,105.08,97.52000000000001,127.145,112.75
ALFA ROMEO,GIULIA,GIULIA,STELLANTIS,GIULIA 2.2 Diesel (190ch) AT8,GAZOLE,BERLINE,2143,SUPERIEURE,10,140.0,-1.0,1465,0.1,AUTOMATIQUE,8,-1.0,-1.0,-1.0,-1.0,0.048,-1.0,0.041,0.044,0.0,1570,1570,Malus,100.0,50883,7.103999999999999,5.2379999999999995,4.3919999999999995,4.9005,5.106,-1.0,186.195,137.26,115.07499999999999,128.41,133.8
FORD,TOURNEO,TOURNEO CONNECT,FORD,TOURNEO CONNECT 1.5 EcoBlue (100ch) BVM6,GAZOLE,COMBISPACE,1499,INFERIEURE,5,73.3,-1.0,1690,0.04,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.045,0.005,0.03,0.034,0.0,1765,1880,Malus,1618.0,27695,6.3420000000000005,5.6685,5.1835,6.558,5.9245,-1.0,166.23000000000002,148.565,135.845,171.89,155.275
MINI,MINI,COUNTRYMAN,B.M.W.,MINI Cooper S Countryman (F60),ESSENCE,TS TERRAINS/CHEMINS,1998,INFERIEURE,9,131.0,-1.0,1480,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.135,0.018,0.014,-1.0,0.0,1555,1555,Malus,983.0,42588,9.411999999999999,6.5035,5.518,6.71,6.66,-1.0,214.405,148.07,125.605,152.79000000000002,151.65
MINI,MINI,CLUBMAN,B.M.W.,MINI Cooper S Clubman (F54),ESSENCE,BREAK,1998,INFERIEURE,9,131.0,-1.0,1415,0.09,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.187,0.02,0.009,-1.0,0.0,1490,1490,Malus,540.0,41400,9.0505,6.3965,5.4695,6.494999999999999,6.499,-1.0,206.15,145.605,124.46000000000001,147.865,147.95
FORD,TRANSIT CUSTOM,TRANSIT CUSTOM,FORD,TRANSIT CUSTOM 2.0 EcoBlue Hybrid (130ch) BVM6,GAZ+ELEC HNR,MINIBUS,1995,MOYENNE INFERIEURE,7,95.6,7.2,2039,0.05,MECANIQUE,6,-1.0,-1.0,-1.0,-1.0,0.096,0.009,0.047,0.057,0.001,2114,2528,Malus,19244.0,46811,8.064,7.178,7.226000000000001,9.1975,8.0275,-1.0,211.495,188.24,189.495,241.245,210.52
SKODA,FABIA,FABIA,VGF,FABIA 1.5 TSI (150ch) DSG7 Monte-Carlo,ESSENCE,BERLINE,1498,MOYENNE INFERIEURE,8,110.0,-1.0,1149,0.1,AUTOMATIQUE,7,-1.0,-1.0,-1.0,-1.0,0.172,0.021,0.019,-1.0,0.0,1224,1224,Malus,100.0,26420,8.0455,5.9015,5.1305,6.0625,6.0065,-1.0,182.935,134.105,116.545,137.77499999999998,136.5
