Marque;"Libellé modèle";Modèle;Groupe;"Description Commerciale";Energie;Carrosserie;Cylindrée;Gamme;"Puissance fiscale";"Puissance maximale";"Puissance nominale électrique";"Poids à vide";"Rapport poids-puissance";"Type de boite";"Nombre rapports";"Conso basse vitesse Min";"Conso basse vitesse Max";"Conso moyenne vitesse Min";"Conso moyenne vitesse Max";"Conso haute vitesse Min";"Conso haute vitesse Max";"Conso T-haute vitesse Min";"Conso T-haute vitesse Max";"Conso vitesse mixte Min";"Conso vitesse mixte Max";"Conso elec Min";"Conso elec Max";"Autonomie elec Min";"Autonomie elec Max";"Autonomie elec urbain Min";"Autonomie elec urbain Max";"CO2 basse vitesse Min";"CO2 basse vitesse Max";"CO2 moyenne vitesse Min";"CO2 moyenne vitesse Max";"CO2 haute vitesse Min";"CO2 haute vitesse Max";"CO2 T-haute vitesse Min";"CO2 T-haute vitesse Max";"CO2 vitesse mixte Min";"CO2 vitesse mixte Max";"Essai CO2 type 1";"Essai HC";"Essai Nox";"Essai HCNox";"Essai particules";"Masse OM Min";"Masse OM Max";Bonus-Malus;"Barème Bonus-Malus";"Prix véhicule"
VOLKSWAGEN;ARTEON;ARTEON;VGF;"ARTEON SB 2.0 TDI (200ch) DSG7 bat mot ss+r 19/20'' Airstop DCC EU6AP FIB";GAZOLE;BREAK;1968;"MOYENNE SUPERIEURE";11;147,000;;1576;0,09;AUTOMATIQUE;7;7,337;8,332;5,385;6,014;4,700;5,263;5,547;6,175;5,491;6,148;;;;;;;192,24;218,31;141,06;157,54;123,11;137,85;145,32;161,76;143,85;161,06;0,027;;0,032;0,043;0,000;1651;1651;Malus;650;60040
B.M.W.;"SERIE X";X5;AUTRES;"X5 xDrive40d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";2993;LUXE;22;250,000;0,000;2200;0,11;AUTOMATIQUE;8;9,700;10,781;6,463;7,132;5,763;6,288;6,803;7,706;6,799;7,561;;;;;;;254,33;282,69;169,40;186,94;151,02;164,78;178,31;202,01;178,20;198,20;0,096;;0,025;0,038;0,001;2275;2275;Malus;16715;84217
B.M.W.;"SERIE 4";420;AUTRES;"420d xDrive Coupe";"GAZ+ELEC HNR";COUPE;1995;"MOYENNE SUPERIEURE";10;140,000;0,000;1670;0,08;AUTOMATIQUE;8;6,436;6,890;4,744;5,689;4,330;5,045;4,802;5,791;4,862;5,687;;;;;;;168,70;180,59;124,29;149,06;113,43;132,16;125,83;151,73;127,40;149,00;0,087;;0,017;0,045;0,000;1745;1745;Malus;11909;58050
MERCEDES;"CLASSE E";"E 200";AUTRES;"E 220 d";GAZOLE;COUPE;1950;LUXE;11;143,000;;1725;0,08;AUTOMATIQUE;9;6,986;7,768;5,397;6,140;4,277;5,139;4,652;5,871;4,999;5,953;;;;;;;183,07;203,59;141,41;160,90;112,07;134,66;121,90;153,85;131,00;156,00;0,022;;0,029;0,035;0,001;1800;1800;Malus;1386;72300
PORSCHE;"MACAN GTS";MACAN;VGF;"MACAN GTS II";ESSENCE;"TS TERRAINS/CHEMINS";2894;SUPERIEURE;33;324,000;;1960;0,17;AUTOMATIQUE;7;15,100;15,800;10,400;11,300;9,700;10,100;11,100;11,700;11,100;11,700;;;;;;;343,00;359,00;236,00;256,00;220,00;230,00;252,00;266,00;251,00;265,00;0,380;0,014;0,015;;0,000;2035;2035;Malus;40000;93699
PEUGEOT;308;308;AUTRES;"Nouvelle 308 1.6 BlueHDi (130ch) S&S BVM6";GAZOLE;BREAK;1499;"MOYENNE INFERIEURE";7;96,000;;1382;0,07;MECANIQUE;6;4,832;5,452;4,067;4,997;3,646;4,576;4,437;5,586;4,170;5,137;;;;;;;126,54;142,82;106,47;130,89;95,44;119,85;116,18;146,35;109,19;134,56;0,080;;0,056;0,060;0,000;1457;1457;"Neutre 0";;33033
MINI;MINI;COUNTRYMAN;B.M.W.;"MINI Cooper Countryman (F60)";ESSENCE;"TS TERRAINS/CHEMINS";1499;INFERIEURE;7;100,000;;1430;0,07;AUTOMATIQUE;7;8,601;9,062;6,170;6,940;5,246;5,983;6,396;7,207;6,289;7,022;;;;;;;195,81;206,23;140,38;157,82;119,31;136,00;145,54;163,91;143,10;159,70;0,253;0,020;0,017;;0,001;1505;1505;Malus;650;40000
PEUGEOT;508;508;AUTRES;"508 PSE Hybrid PHEV (360ch) BVA8";"ELEC+ESSENC HR";BREAK;1598;"MOYENNE SUPERIEURE";11;147,000;62,700;1875;0,08;AUTOMATIQUE;8;;;;;;;;;;1,834;;159,000;;51,000;;53,000;;;;;;;;;;41,47;0,476;0,011;0,019;;0,000;1950;1950;AUTRES;;69850
B.M.W.;"SERIE X";X5;AUTRES;"X5 xDrive40d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";2993;LUXE;22;250,000;0,000;2200;0,11;AUTOMATIQUE;8;9,700;10,781;6,463;7,132;5,763;6,288;6,803;7,706;6,799;7,561;;;;;;;254,33;282,69;169,40;186,94;151,02;164,78;178,31;202,01;178,20;198,20;0,096;;0,025;0,038;0,001;2275;2275;Malus;16712;84217
NISSAN;QASHQAI;QASHQAI;NISSAN;"e-POWER (190ch) TEKNA+ (ss opt 19'')/ACENTA/BUSINESS EDITION (ss Pack Techno)/N-CONNECTA";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1497;"MOYENNE SUPERIEURE";8;116,000;65,000;1610;0,07;"VARIATION CONTINUE";1;5,093;5,599;4,368;4,952;4,655;5,030;6,376;6,897;5,265;5,752;;;;;;;115,10;126,54;98,67;111,88;105,17;113,64;144,17;155,94;119,00;130,00;0,187;0,013;0,004;;0,000;1685;1685;"Neutre 0";11900;41320
B.M.W.;"SERIE 4";440;AUTRES;"M440d xDrive Coupe";"GAZ+ELEC HNR";COUPE;2993;"MOYENNE SUPERIEURE";22;250,000;0,000;1830;0,14;AUTOMATIQUE;8;9,655;10,166;5,467;6,062;4,684;5,324;5,143;5,976;5,668;6,350;;;;;;;253,11;266,52;143,23;158,85;122,68;139,47;134,72;156,58;148,50;166,40;0,113;;0,032;0,047;0,001;1905;1905;Malus;12978;71750
FORD;FIESTA;FIESTA;FORD;"FIESTA 1.0 Flexifuel (95ch) S&S BVM6";SUPERETHANOL;BERLINE;999;INFERIEURE;5;69,900;;1114;0,06;MECANIQUE;6;8,870;10,145;6,612;7,847;6,035;7,363;7,505;8,962;7,052;8,399;;;;;;;145,35;166,21;108,30;128,48;98,82;120,55;122,96;146,78;115,51;137,55;0,393;0,037;0,011;;0,000;1189;1307;"Neutre 0";;23090
PORSCHE;"718 CAYMAN GT4";CAYMAN;VGF;"718 CAYMAN GT4";ESSENCE;COUPE;3995;LUXE;30;309,000;;1450;0,21;AUTOMATIQUE;7;;16,820;;10,670;;9,130;;9,700;;10,670;;;;;;;;382,00;;242,00;;207,00;;220,00;;242,00;0,118;0,021;0,011;;0,001;1525;1525;Malus;40000;106117
SKODA;KAMIQ;KAMIQ;VGF;"Kamiq Ambition 1.0 TSI (95ch) BVM5. châssis classique. classe A";ESSENCE;"TS TERRAINS/CHEMINS";999;"MOYENNE INFERIEURE";5;70,000;;1152;0,06;MECANIQUE;5;6,490;6,836;4,866;5,413;4,365;5,005;5,327;6,193;5,092;5,753;;;;;;;146,96;154,78;110,09;122,47;98,70;113,21;120,56;140,18;115,20;130,20;0,230;0,026;0,034;;0,000;1227;1227;"Neutre 0";;24607
SKODA;KAROQ;KAROQ;VGF;"Karoq Ambition 1.5 TSI (150ch) BVM6 4x2. classe A";ESSENCE;"TS TERRAINS/CHEMINS";1498;"MOYENNE SUPERIEURE";8;110,000;;1335;0,08;MECANIQUE;6;7,600;8,078;5,590;6,209;4,868;5,533;5,637;6,657;5,652;6,409;;;;;;;171,52;182,33;126,10;140,10;109,79;124,82;127,16;150,21;127,50;144,60;0,115;0,013;0,018;;0,000;1410;1410;Malus;280;33965
MERCEDES;"CLASSE GLC";"GLC 220";AUTRES;"GLC 220 d 4MATIC";GAZOLE;"TS TERRAINS/CHEMINS";1950;SUPERIEURE;11;143,000;;1770;0,08;AUTOMATIQUE;9;7,373;8,611;5,839;6,947;5,153;6,187;6,349;7,457;6,013;7,115;;;;;;;193,76;226,32;153,42;182,58;135,40;162,59;166,83;195,97;158,00;187,00;0,036;;0,034;0,042;0,001;1845;1845;Malus;4476;69575
"ALFA ROMEO";GIULIA;GIULIA;STELLANTIS;"GIULIA 2.0 T Essence (200ch) AT8";ESSENCE;BERLINE;1995;SUPERIEURE;11;148,000;;1445;0,10;AUTOMATIQUE;8;10,342;10,811;7,271;7,847;6,093;6,589;6,302;6,907;6,973;7,520;;;;;;;234,33;244,95;164,74;177,79;138,05;149,29;142,80;156,51;158,00;170,40;0,608;0,055;0,028;;0,000;1520;1520;Malus;3119;48900
SKODA;KODIAQ;KODIAQ;VGF;"Kodiaq Laurin&Klement 2.0 TDI (200ch) DSG7 4x4. 7PL. classe B";GAZOLE;"TS TERRAINS/CHEMINS";1968;SUPERIEURE;11;147,000;;1804;0,08;AUTOMATIQUE;7;8,704;9,084;6,390;7,199;5,739;6,440;6,838;7,621;6,656;7,366;;;;;;;228,07;238,04;167,42;188,63;150,35;168,75;179,17;199,68;174,40;193,00;0,021;;0,036;0,045;0,001;1879;1879;Malus;6829;53727
KIA;PROCEED;PROCEED;HYUNDAI;"PROCEED 1.5 essence T-GDi (160ch) ISG DCT7";ESSENCE;BERLINE;1482;"MOYENNE INFERIEURE";8;117,500;;1350;0,09;AUTOMATIQUE;7;7,259;7,772;5,553;5,973;4,964;5,251;5,981;6,241;5,750;6,085;;;;;;;164,82;176,49;126,00;135,56;112,61;119,13;135,75;141,64;130,50;138,10;0,187;0,025;0,042;;0,000;1425;1425;Malus;170;33733
VOLKSWAGEN;TIGUAN;TIGUAN;VGF;"TIGUAN 1.5 TSI (130ch) BVM6 ess1 ss+r opt PAC 17'' rlt fbl résist EU6AP FIA gnI";ESSENCE;"TS TERRAINS/CHEMINS";1498;"MOYENNE SUPERIEURE";7;96,000;;1429;0,07;MECANIQUE;6;7,520;8,312;5,961;6,878;5,246;6,213;6,180;7,471;6,026;7,074;;;;;;;170,84;188,89;135,32;156,22;119,03;141,07;140,31;169,74;136,80;160,70;0,233;0,033;0,025;;0,000;1504;1504;Malus;360;39135
FIAT;500X;500X;STELLANTIS;"500X 1.0 FireFly (120ch)";ESSENCE;"TS TERRAINS/CHEMINS";999;INFERIEURE;6;88,000;;1320;0,07;MECANIQUE;6;7,894;8,374;5,917;6,610;5,387;5,977;6,485;7,192;6,218;6,856;;;;;;;179,57;190,68;134,41;150,37;122,32;135,92;147,39;163,67;141,30;156,00;0,423;0,023;0,016;;0,000;1395;1395;Malus;400;27832
VOLKSWAGEN;CADDY;CADDY;VGF;"CADDY 5 Caddy/Life/Style 1.5 TSI (114ch) Boite DSG 7 vit";ESSENCE;COMBISPACE;1498;INFERIEURE;6;84,000;;1511;0,06;AUTOMATIQUE;7;8,475;9,175;6,316;7,389;5,323;6,331;6,394;7,983;6,325;7,512;;;;;;;192,40;208,23;143,29;167,61;120,72;143,55;145,06;181,12;143,50;170,40;0,212;0,028;0,029;;0,000;1586;1586;Malus;1386;36003
B.M.W.;"SERIE 2";218;AUTRES;"218i Gran Coupé";ESSENCE;BERLINE;1499;"MOYENNE INFERIEURE";7;100,000;;1375;0,07;AUTOMATIQUE;7;8,092;8,676;5,516;6,400;4,693;5,896;5,435;7,138;5,577;6,809;;;;;;;184,61;197,89;125,72;145,84;106,89;134,31;123,87;162,71;127,10;155,20;0,273;0,023;0,015;;0,000;1450;1450;Malus;190;40663
FORD;PUMA;PUMA;FORD;"PUMA 1.5 EcoBoost (200ch) BVM6";ESSENCE;"TS TERRAINS/CHEMINS";1496;INFERIEURE;11;147,000;;1283;0,11;MECANIQUE;6;;8,692;;6,393;;5,901;;7,196;;6,832;;;;;;;;196,84;;144,58;;133,41;;162,84;;154,57;0,416;0,015;0,007;;0,000;1358;1420;Malus;1504;36150
SKODA;KAMIQ;KAMIQ;VGF;"Kamiq Ambition 1.5 TSI (150ch) DSG7. châssis classique. classe A";ESSENCE;"TS TERRAINS/CHEMINS";1498;"MOYENNE INFERIEURE";8;110,000;;1214;0,09;AUTOMATIQUE;7;7,367;8,294;5,436;6,021;4,662;5,266;5,138;6,220;5,449;6,162;;;;;;;173,50;188,43;123,41;136,71;105,80;119,52;120,73;141,23;123,70;139,90;0,144;0,022;0,022;;0,000;1289;1289;Malus;240;31270
"ALFA ROMEO";STELVIO;STELVIO;STELLANTIS;"STELVIO 2.0 T Essence (280ch) AT8 Q4";ESSENCE;"TS TERRAINS/CHEMINS";1995;SUPERIEURE;17;206,000;;1660;0,12;AUTOMATIQUE;8;11,473;12,272;8,322;9,295;7,165;7,878;7,962;8,921;8,257;9,122;;;;;;;258,86;276,98;187,48;209,52;161,25;177,41;179,31;201,03;186,00;205,60;0,942;0,055;0,040;;0,000;1755;1755;Malus;12552;68817
MINI;MINI;MINI;B.M.W.;"MINI John Cooper Works Hatch 3P (F56)";ESSENCE;BERLINE;1998;INFERIEURE;13;170,000;;1245;0,14;MECANIQUE;6;9,373;9,808;6,590;7,108;5,861;6,461;6,703;7,421;6,776;7,379;;;;;;;213,44;223,31;149,96;161,72;133,33;146,95;152,54;168,86;154,20;167,90;0,224;0,016;0,011;;0,001;1320;1320;Malus;2205;40400
PORSCHE;"911 TARGA 4S";911;VGF;"911 TARGA 4S";ESSENCE;CABRIOLET;2981;LUXE;34;331,000;;1675;0,20;AUTOMATIQUE;8;18,145;18,475;10,091;10,815;8,613;9,478;8,864;10,561;10,272;11,332;;;;;;;411,74;419,14;228,89;245,26;195,35;214,91;201,03;239,50;233,00;257,00;0,130;0,014;0,013;;0,000;1750;1750;Malus;40000;153576
DACIA;JOGGER;JOGGER;RENAULT;"JOGGER (110ch)";ESSENCE;BREAK;999;INFERIEURE;6;81,000;;1176;0,07;MECANIQUE;6;6,500;6,617;5,111;5,435;4,799;5,066;6,263;6,681;5,608;5,920;;;;;;;146,86;149,90;115,38;122,71;108,31;114,35;141,49;150,93;126,65;133,70;0,234;0,024;0,023;;0,000;1251;1308;"Neutre 0";;19350
B.M.W.;"SERIE X";X5;AUTRES;"X5 xDrive45e";"ELEC+ESSENC HR";"TS TERRAINS/CHEMINS";2998;LUXE;17;210,000;55,000;2435;0,09;AUTOMATIQUE;8;;;;;;;;;1,158;1,428;242,000;261,300;88,300;81,000;98,700;90,500;;;;;;;;;26,39;32,54;0,148;0,016;0,009;;0,001;2510;2510;"Neutre 0";;91300
MERCEDES;"CLASSE V";"V 250";AUTRES;"V 250 d (190ch) BlueEFFICIENCY long";GAZOLE;MONOSPACE;1950;SUPERIEURE;10;140,000;;2067;0,07;AUTOMATIQUE;9;8,591;11,319;6,665;8,728;5,773;7,601;6,987;9,001;6,761;8,823;;;;;;;224,97;296,42;174,50;228,52;151,11;198,99;182,92;235,68;177,00;231,00;0,116;;0,022;0,037;0,000;2142;2142;Malus;27892;74793
CITROEN;"JUMPY SPACE TOURER";"SPACE TOURER";STELLANTIS;"SPACETOURER 2.0 BlueHDi FAP S&S (150ch) BVM6";GAZOLE;MINIBUS;1997;"MOYENNE INFERIEURE";7;106,000;;1748;0,06;MECANIQUE;6;7,218;8,191;6,039;7,298;5,722;6,763;7,599;8,630;6,652;7,725;;;;;;;189,29;214,82;158,35;191,38;150,04;177,35;199,29;226,34;174,43;202,58;0,028;;0,023;0,027;0,000;1823;1823;Malus;10241;35750
RENAULT;SCENIC;SCENIC;RENAULT;"Grand SCENIC (140ch)";ESSENCE;"MONOSPACE COMPACT";1332;"MOYENNE INFERIEURE";7;103,000;;1490;0,07;AUTOMATIQUE;7;8,349;8,619;6,319;6,730;5,548;5,925;6,733;7,191;6,499;6,897;;;;;;;188,97;195,06;142,93;152,20;125,44;133,96;152,32;162,67;147,00;156,00;0,261;0,011;0,018;;0,000;1565;1565;Malus;1074;34800
MERCEDES;"CLASSE C";"C 220";AUTRES;"C 220d 4MATIC All-Terrain";"GAZ+ELEC HNR";BREAK;1993;SUPERIEURE;11;147,000;10,000;1765;0,08;AUTOMATIQUE;9;6,619;7,141;4,725;5,293;3,962;4,544;4,462;5,257;4,649;5,296;;;;;;;173,75;187,49;124,01;138,93;103,96;119,25;117,10;137,99;122,00;139,00;0,055;;0,006;0,014;0,000;1840;1840;Malus;12303;58783
VOLKSWAGEN;CADDY;CADDY;VGF;"CADDY 5 MAXI Caddy/Life/Style 2.0 TDI (122ch) BVM6";GAZOLE;COMBISPACE;1968;INFERIEURE;6;90,000;;1620;0,06;MECANIQUE;6;5,910;6,263;4,411;5,187;3,930;4,705;4,868;5,970;4,624;5,460;;;;;;;154,80;164,05;115,50;135,86;102,90;123,23;127,48;156,38;121,10;143,00;0,025;;0,047;0,066;0,000;1695;1695;Malus;170;35100
MERCEDES;"CLASSE GLE";"GLE 350";AUTRES;"GLE 350 de 4MATIC";"ELEC+GAZOLE HR";"TS TERRAINS/CHEMINS";1950;LUXE;11;143,000;70,000;2580;0,06;AUTOMATIQUE;9;;;;;;;;;0,857;1,014;252,060;268,730;89,500;83,800;97,700;91,500;;;;;;;;;22,40;26,56;0,031;;0,046;0,050;0,001;2655;2655;"Neutre 0";;95650
B.M.W.;"SERIE X";X6;AUTRES;"X6 xDrive30d";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";2993;LUXE;17;210,000;0,000;2185;0,10;AUTOMATIQUE;8;8,821;8,884;6,274;7,266;5,579;6,624;6,588;7,831;6,510;7,484;;;;;;;230,96;232,59;164,21;190,19;146,00;173,36;172,43;204,99;170,40;195,90;0,141;;0,045;0,063;0,001;2260;2260;Malus;16552;83550
VOLKSWAGEN;CADDY;CADDY;VGF;"CADDY 5 Caddy/Life/Style 2.0 TDI (122ch) Boite DSG 7 vit";GAZOLE;COMBISPACE;1968;INFERIEURE;6;90,000;;1568;0,06;AUTOMATIQUE;7;6,541;7,104;4,749;5,409;4,182;4,966;4,977;6,111;4,894;5,747;;;;;;;171,53;186,30;124,51;141,83;109,63;130,20;130,48;160,25;128,30;150,70;0,023;;0,038;0,059;0,000;1643;1643;Malus;240;39443
JEEP;COMPASS;COMPASS;STELLANTIS;"1.5 Turbo T4 (130ch) BVR7 Longitude/Longitude Pack Business/Night Eagle/Limited/Upland/S";"ESS+ELEC HNR";"TS TERRAINS/CHEMINS";1469;"MOYENNE SUPERIEURE";7;96,000;8,000;1500;0,06;AUTOMATIQUE;7;4,716;5,008;5,453;6,003;5,121;5,430;6,627;7,176;5,669;6,110;;;;;;;107,23;113,83;124,07;136,55;116,48;123,46;150,87;163,33;129,00;139,00;0,280;0,041;0,013;;0,000;1575;1575;Malus;11907;40533
"LAND ROVER";"RANGE ROVER VELAR";"RANGE ROVER VELAR";TATA;"RANGE ROVER VELAR D200 MHEV";"GAZ+ELEC HNR";"TS TERRAINS/CHEMINS";1998;SUPERIEURE;11;150,000;10,500;1974;0,08;AUTOMATIQUE;8;7,509;7,840;6,072;6,711;5,351;6,059;6,585;7,567;6,223;6,964;;;;;;;196,95;205,73;159,23;176,09;140,27;158,96;172,67;198,56;163,18;182,73;0,102;0,018;0,024;0,042;0,000;2049;2049;Malus;14436;77700
MERCEDES;"CLASSE V";"V 300";AUTRES;"V 300 d (237ch) 4MATIC BlueEFFICIENCY extra-long";GAZOLE;MONOSPACE;1950;SUPERIEURE;14;174,000;;2170;0,08;AUTOMATIQUE;9;8,888;11,699;7,144;9,165;6,250;7,953;7,550;9,428;7,245;9,222;;;;;;;233,19;307,09;187,35;240,49;163,85;208,64;198,02;247,41;190,00;242,00;0,211;;0,027;0,045;0,001;2245;2245;Malus;40000;81025
VOLKSWAGEN;POLO;POLO;VGF;"POLO 1.0 TSI (95ch) DSG7 ess2 ss+r 17'' DCC EU6AP FIB gnI";ESSENCE;BERLINE;999;INFERIEURE;5;70,000;;1124;0,06;AUTOMATIQUE;7;7,221;7,540;5,677;6,172;5,119;5,708;6,008;6,952;5,828;6,488;;;;;;;164,15;171,41;128,98;140,24;116,28;129,67;136,52;158,02;132,42;147,44;0,180;0,023;0,039;;0,000;1199;1199;Malus;170;25223
MERCEDES;"CLASSE GLC";"GLC 300";AUTRES;"GLC 300 e 4MATIC";"ELEC+ESSENC HR";"TS TERRAINS/CHEMINS";1991;SUPERIEURE;12;155,000;60,000;1965;0,08;AUTOMATIQUE;9;;;;;;;;;2,451;2,819;197,200;237,100;43,000;40,600;47,300;44,600;;;;;;;;;55,66;63,93;0,234;0,013;0,009;;0,000;2040;2040;"Neutre 0";2400;75925
SKODA;KODIAQ;KODIAQ;VGF;"Kodiaq Laurin&Klement 2.0 TDI (150ch) DSG7 4x2. 7PL. classe B";GAZOLE;"TS TERRAINS/CHEMINS";1968;SUPERIEURE;8;110,000;;1748;0,06;AUTOMATIQUE;7;7,280;8,236;5,409;5,951;4,806;5,416;5,736;6,741;5,588;6,370;;;;;;;190,74;215,79;141,70;155,91;125,91;141,88;150,27;176,61;146,40;166,90;0,026;;0,029;0,039;0,000;1823;1823;Malus;970;33820
FORD;TOURNEO;"TOURNEO CONNECT";FORD;"TOURNEO CONNECT 1.5 EcoBlue (120ch) BVM6";GAZOLE;COMBISPACE;1499;INFERIEURE;6;88,000;;1635;0,05;MECANIQUE;6;5,853;6,831;5,202;6,135;4,719;5,648;6,052;7,064;5,442;6,407;;;;;;;153,41;179,05;136,33;160,80;123,66;148,03;158,62;185,16;142,61;167,94;0,045;0,005;0,030;0,034;0,000;1710;1797;Malus;540;28093
"ALFA ROMEO";STELVIO;STELVIO;STELLANTIS;"STELVIO 2.2 Diesel (190ch) AT8 Q4";GAZOLE;"TS TERRAINS/CHEMINS";2143;SUPERIEURE;10;140,000;;1745;0,08;AUTOMATIQUE;8;7,607;8,030;5,795;6,478;5,070;5,739;5,951;6,642;5,868;6,515;;;;;;;199,40;210,52;151,89;169,83;132,87;150,45;155,97;174,12;153,80;170,80;0,040;;0,044;0,048;0,001;1820;1820;Malus;4743;56350
B.M.W.;"SERIE X";X2;AUTRES;"X2 M35i";ESSENCE;"TS TERRAINS/CHEMINS";1998;"MOYENNE SUPERIEURE";19;225,000;;1615;0,14;AUTOMATIQUE;8;10,422;10,687;7,367;8,066;6,401;7,002;7,360;8,116;7,474;8,105;;;;;;;237,55;244,15;167,87;184,21;145,84;159,89;167,71;185,35;170,30;185,10;0,120;0,009;0,019;;0,001;1690;1690;Malus;6724;58700
JEEP;RENEGADE;RENEGADE;STELLANTIS;"1.6 Multijet (130ch) 4x2 BVM6 Longitude/Brooklyn Edition/Limited/80th Anniversary/S";GAZOLE;"TS TERRAINS/CHEMINS";1598;INFERIEURE;7;96,000;;1430;0,07;MECANIQUE;6;5,998;6,372;4,762;5,179;4,319;4,643;5,613;5,876;5,092;5,420;;;;;;;157,15;166,96;124,74;135,69;113,14;121,63;147,07;153,95;133,40;142,00;0,050;;0,059;0,081;0,001;1505;1505;Malus;280;32400
MINI;MINI;COUNTRYMAN;B.M.W.;"MINI Cooper Countryman (F60)";ESSENCE;"TS TERRAINS/CHEMINS";1499;INFERIEURE;7;100,000;;1430;0,07;AUTOMATIQUE;7;8,601;9,062;6,170;6,940;5,246;5,983;6,396;7,207;6,289;7,022;;;;;;;195,81;206,23;140,38;157,82;119,31;136,00;145,54;163,91;143,10;159,70;0,253;0,020;0,017;;0,001;1505;1505;Malus;983;40000
RENAULT;"MEGANE E-TECH ELECTRIC";MEGANE;RENAULT;"MEGANE (55Kw)";ELECTRIC;BERLINE;0;ECONOMIQUE;4;;55,000;1625;0,00;"VARIATION ELECTRIQUE";0;;;;;;;;;;;146,100;172,700;486,000;395,000;596,200;495,200;;;;;;;;;;;;;;;;1700;1700;"Bonus 6000";-6000;38100
CITROEN;"JUMPY SPACE TOURER";"SPACE TOURER";STELLANTIS;"SPACETOURER 1.5 BlueHDi FAP S&S (100ch) BVM6";GAZOLE;MINIBUS;1499;"MOYENNE INFERIEURE";6;88,000;;1659;0,05;MECANIQUE;6;6,635;7,640;5,429;6,280;5,277;5,998;6,944;7,798;6,080;6,912;;;;;;;173,81;200,17;142,20;164,52;138,21;157,12;181,93;204,31;159,27;181,10;0,072;;0,050;0,055;0,000;1734;1734;Malus;3331;33350
MINI;MINI;MINI;B.M.W.;"MINI Cooper S Hatch 5P (F55)";ESSENCE;BERLINE;1998;INFERIEURE;9;131,000;;1280;0,10;AUTOMATIQUE;7;8,409;8,864;5,750;6,411;4,862;5,652;5,673;6,829;5,803;6,652;;;;;;;191,22;201,47;130,70;145,62;110,47;128,33;128,95;155,13;131,90;151,10;0,188;0,016;0,009;;0,001;1355;1355;Malus;360;37750
VOLKSWAGEN;PASSAT;PASSAT;VGF;"PASSAT SW GTE 1.4 eHybrid (218ch) DSG6 bat cof ss+r 18'' rlt fbl résist (Airstop) DCC EU6AP FIB";"ELEC+ESSENC HR";BREAK;1395;"MOYENNE SUPERIEURE";8;115,000;55,000;1678;0,07;AUTOMATIQUE;6;;;;;;;;;1,253;1,658;154,700;172,100;53,700;46,900;66,500;57,800;;;;;;;;;28,44;37,57;0,178;0,013;0,012;;0,000;1753;1753;"Neutre 0";;52985
RENAULT;CLIO;CLIO;RENAULT;"CLIO (91ch)";ESSENCE;BERLINE;999;INFERIEURE;5;67,000;;1115;0,06;"VARIATION CONTINUE";0;7,811;8,782;5,368;5,841;4,764;5,341;5,833;6,740;5,672;6,397;;;;;;;176,86;198,83;121,40;132,08;107,69;120,72;131,96;152,49;128,30;144,70;0,258;0,032;0,028;;;1190;1190;Malus;75;22850
FERRARI;ROMA;ROMA;AUTRES;Roma;ESSENCE;COUPE;3855;LUXE;56;456,000;;1580;0,29;AUTOMATIQUE;8;;17,800;;10,800;;9,700;;10,300;;11,200;;;;;;;;404,00;;246,00;;220,00;;235,00;;255,00;0,196;0,025;0,019;;0,000;1655;1655;Malus;40000;198205
MERCEDES;"CLASSE C";"C 220";AUTRES;"C 220 d";"GAZ+ELEC HNR";BERLINE;1993;SUPERIEURE;11;147,000;10,000;1655;0,09;AUTOMATIQUE;9;5,920;6,423;4,459;5,081;3,773;4,282;4,289;5,019;4,382;4,992;;;;;;;155,39;168,60;117,03;133,34;99,01;112,37;112,56;131,71;115,00;131,00;0,063;;0,007;0,014;0,000;1730;1730;"Neutre 0";11900;54883
VOLKSWAGEN;GOLF;GOLF;VGF;"GOLF 2.0 TDI (115ch) BVM6 ess ar Spl ss+r 16'' EU6AP FIA LED gnI";GAZOLE;BERLINE;1968;"MOYENNE INFERIEURE";6;85,000;;1303;0,07;MECANIQUE;6;5,849;6,293;3,899;4,855;3,307;4,407;3,793;5,346;3,939;5,082;;;;;;;153,31;164,95;102,15;127,24;86,64;115,48;99,39;140,11;103,20;133,20;0,030;;0,041;0,050;0,000;1378;1378;"Neutre 0";;32357
MINI;MINI;COUNTRYMAN;B.M.W.;"MINI Cooper S Countryman (F60)";ESSENCE;"TS TERRAINS/CHEMINS";1998;INFERIEURE;9;131,000;;1465;0,09;MECANIQUE;6;8,988;9,580;6,486;7,195;5,611;6,161;6,539;7,351;6,568;7,249;;;;;;;204,69;218,16;147,63;163,77;127,67;140,19;148,83;167,31;149,50;165,00;0,170;0,022;0,017;;0,000;1540;1540;Malus;1386;40388
MINI;MINI;MINI;B.M.W.;"MINI Cooper Hatch 3P (F56)";ESSENCE;BERLINE;1499;INFERIEURE;7;100,000;;1150;0,09;MECANIQUE;6;7,636;7,914;5,264;6,111;4,652;5,513;5,357;6,667;5,424;6,364;;;;;;;173,36;179,78;119,36;138,74;105,42;125,12;121,47;151,41;123,00;144,50;0,288;0,018;0,012;;0,000;1225;1225;Malus;75;28857
